startnode,31104,31110,31113,31114,31116,31296,40000
31104,185.5555556,275.2156863,175.1111111,181.125,185.7446809,97.40740741,312.297087
31110,374.9354839,325.6206897,302.3888889,240.4827586,210.4230769,435.0363636,211.8476535
31113,198.7142857,201.1492537,270.1904762,125.6363636,159.6666667,173.5227273,211.5580081
31114,204.4782609,142.8588235,241,232.826087,242,254.7755102,263.7004971
31116,259.875,141.3636364,254.1333333,131.2142857,255.4166667,287.8125,301.6696718
31296,161.7931034,304.8307692,193.0212766,231.2608696,189.5588235,242.12,401.0894042
10000,312.297087,211.8476535,211.5580081,263.7004971,301.6696718,401.0894042,252
