startnode,31104,31110,31113,31114,31116,31296,10000
31104,200,240,1260,267,267,2850,473.5223722
31110,270,820,267,267,267,380,321.215303
31113,3420,1560,1410,267,120,300,320.7761264
31114,1740,180,1230,1126.666667,1140,2280,399.8374949
31116,300,1680,120,870,1680,267,457.4084887
31296,2220,320,267,340,1440,267,608.1542673
10000,473.5223722,321.215303,320.7761264,399.8374949,457.4084887,608.1542673,917
