node,31104,31110,31113,31114,31116,31296
31104,0,0.531,0.167,0.289,0.372,0.125
31110,0.531,0,0.367,0.286,0.269,0.634
31113,0.167,0.367,0,0.171,0.259,0.283
31114,0.289,0.286,0.171,0,0.088,0.367
31116,0.372,0.269,0.259,0.088,0,0.437
31296,0.125,0.634,0.283,0.367,0.437,0
