startnode,31104,31110,31113,31114,31116,31296
31104,200.0,240.0,1260.0,267.0,267.0,2850.0
31110,270.0,820.0,267.0,267.0,267.0,380.0
31113,3420.0,1560.0,1410.0,267.0,120.0,300.0
31114,1740.0,180.0,1230.0,1126.6666666666667,1140.0,2280.0
31116,300.0,1680.0,120.0,870.0,1680.0,267.0
31296,2220.0,320.0,267.0,340.0,1440.0,267.0
